# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-a" "../../reference/Oryza_sativa.IRGSP-1.0.51.gtf" "-o" "Oryza_sativa_expr.txt" "A1_1_val_1.bam" "A2_1_val_1.bam" "A3_1_val_1.bam" "B1_1_val_1.bam" "B2_1_val_1.bam" "B3_1_val_1.bam" "C1_1_val_1.bam" "C2_1_val_1.bam" "C3_1_val_1.bam" "E1_1_val_1.bam" "E2_1_val_1.bam" "E3_1_val_1.bam" "F1_1_val_1.bam" "F2_1_val_1.bam" "F3_1_val_1.bam" "G1_1_val_1.bam" "G2_1_val_1.bam" "G3_1_val_1.bam" "H1_1_val_1.bam" "H2_1_val_1.bam" "H3_1_val_1.bam" "K1_1_val_1.bam" "K2_1_val_1.bam" "K3_1_val_1.bam" "M1_1_val_1.bam" "M2_1_val_1.bam" "M3_1_val_1.bam" "P1_1_val_1.bam" "P2_1_val_1.bam" "P3_1_val_1.bam" "R1_1_val_1.bam" "R2_1_val_1.bam" "R3_1_val_1.bam" "X1_1_val_1.bam" "X2_1_val_1.bam" "X3_1_val_1.bam" 
Geneid	Chr	Start	End	Strand	Length	A1_1_val_1.bam	A2_1_val_1.bam	A3_1_val_1.bam	B1_1_val_1.bam	B2_1_val_1.bam	B3_1_val_1.bam	C1_1_val_1.bam	C2_1_val_1.bam	C3_1_val_1.bam	E1_1_val_1.bam	E2_1_val_1.bam	E3_1_val_1.bam	F1_1_val_1.bam	F2_1_val_1.bam	F3_1_val_1.bam	G1_1_val_1.bam	G2_1_val_1.bam	G3_1_val_1.bam	H1_1_val_1.bam	H2_1_val_1.bam	H3_1_val_1.bam	K1_1_val_1.bam	K2_1_val_1.bam	K3_1_val_1.bam	M1_1_val_1.bam	M2_1_val_1.bam	M3_1_val_1.bam	P1_1_val_1.bam	P2_1_val_1.bam	P3_1_val_1.bam	R1_1_val_1.bam	R2_1_val_1.bam	R3_1_val_1.bam	X1_1_val_1.bam	X2_1_val_1.bam	X3_1_val_1.bam
ENSRNA049472760	1	13896653	13896740	+	88	1	10	5	1	0	2	0	0	2	8	3	10	0	1	0	0	0	0	0	0	0	5	1	1	1	2	1	4	6	4	0	2	0	0	1	0
ENSRNA049472768	1	12923086	12923182	-	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049472772	1	12922867	12922964	-	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049472779	1	12696500	12696689	-	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049472788	1	13160777	13160900	+	124	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3	6	2	3	2	13	2	0	2	0	1	2	0	0	0
ENSRNA049472799	1	17681923	17682196	+	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSRNA049472807	1	14130484	14130664	+	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0691300	1	28538881	28539369	-	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0169900	1;1;1	3591827;3594522;3595688	3593313;3594800;3596152	-;-;-	2231	2417	2060	2102	1877	1951	2014	1999	2058	1993	2577	2486	2723	2185	2102	2168	1702	1719	1959	1939	1680	1649	2091	1895	2065	2231	2151	3126	2341	2611	2287	1971	2196	1880	2030	2354	2557
Os01g0742350	1	30998119	30999454	+	1336	0	0	0	2	4	1	3	2	2	0	0	0	0	0	2	0	7	0	1	3	2	0	0	3	0	0	0	10	0	1	0	1	0	6	1	2
Os01g0958950	1;1;1;1;1;1;1;1;1;1;1	42269992;42270527;42270807;42271552;42271813;42272229;42272427;42272776;42273091;42273461;42273882	42270203;42270672;42270904;42271628;42271936;42272346;42272522;42272949;42273244;42273617;42274053	-;-;-;-;-;-;-;-;-;-;-	1528	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0616400	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24471931;24471977;24472683;24472683;24472939;24472939;24473074;24473074;24474426;24474426;24474575;24474575;24474939;24474939;24475241;24475241;24475393;24475393;24475564;24475564;24476796;24476796;24478147;24478147	24472337;24472337;24472829;24472829;24472992;24472992;24473189;24473189;24474472;24474472;24474612;24474612;24475157;24475157;24475300;24475300;24475491;24475491;24475620;24475617;24477037;24477037;24478429;24478431	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1771	1457	1125	1069	982	873	1042	1003	993	912	1063	1117	1113	843	895	1076	873	895	870	812	689	692	1228	974	1072	1115	1104	1481	1545	1307	1328	954	1060	996	927	874	774
Os01g0696000	1;1;1;1;1;1;1;1;1;1	28798880;28798884;28799397;28799397;28799961;28800010;28800539;28800539;28801576;28803165	28799115;28799115;28799596;28799596;28800418;28800418;28801271;28800658;28802910;28803859	+;+;+;+;+;+;+;+;+;+	3657	509	395	318	343	341	382	338	348	355	406	536	458	399	376	365	348	371	296	159	136	172	390	386	379	392	435	541	597	512	442	386	369	354	244	231	177
Os01g0103100	1;1	178607;178652	180548;180575	+;+	1969	17	20	18	4	2	4	1	2	1	18	26	22	3	6	12	3	0	3	1	0	3	31	13	18	8	13	6	31	40	19	12	7	5	8	6	11
Os01g0100800	1;1;1;1;1;1;1;1;1;1;1;1;1;1	29818;30146;30735;30885;31258;31505;32377;32542;32712;32828;33274;33400;33543;33975	29976;30228;30806;30963;31325;31606;32466;32616;32744;32905;33330;33471;33617;34453	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1522	615	463	502	447	366	528	470	459	510	404	383	548	412	469	386	412	450	312	222	259	319	570	628	585	521	480	966	946	649	508	480	510	444	423	393	393
Os01g0137750	1;1	2024131;2024622	2024471;2024778	-;-	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0505600	1	17581215	17582104	+	890	208	147	176	123	112	141	109	74	70	193	241	294	124	147	136	72	119	79	50	38	28	199	175	190	214	167	207	197	183	171	139	168	181	93	51	89
Os01g0230200	1;1;1;1;1;1;1;1	7216513;7217743;7221032;7222138;7222927;7223334;7223940;7224602	7217063;7217802;7221091;7222203;7222992;7223411;7224297;7225127	-;-;-;-;-;-;-;-	1765	548	518	504	380	349	346	390	434	299	483	520	526	445	546	473	337	365	406	185	211	153	484	484	522	403	484	473	869	659	573	481	622	455	288	311	286
Os01g0587400	1;1;1	22879904;22894538;22895691	22882479;22894633;22895941	-;-;-	2923	358	291	295	321	234	257	161	124	143	185	212	158	140	137	125	91	57	105	97	55	85	369	223	266	106	92	154	144	130	141	134	116	131	66	67	78
Os01g0633800	1	25402257	25406520	-	4264	0	1	0	4	7	6	6	4	5	8	12	3	4	7	8	4	4	2	2	3	2	4	0	0	10	0	0	0	1	7	3	2	10	0	12	4
Os01g0338150	1;1;1;1;1;1	13291338;13291484;13291948;13292238;13294354;13294785	13291396;13291862;13291985;13294267;13294622;13294921	-;-;-;-;-;-	2912	268	217	246	218	190	199	175	199	188	289	216	301	204	220	249	173	216	139	136	139	148	277	240	313	166	176	342	348	288	258	212	296	207	219	201	261
Os01g0824700	1;1;1	35238064;35238914;35239819	35238272;35239717;35240841	+;+;+	2036	46	14	33	33	28	12	12	16	10	12	34	51	26	16	18	15	40	32	2	3	12	70	36	85	38	33	78	92	29	52	33	44	27	12	18	10
Os01g0130100	1	1673866	1674692	+	827	1	2	0	3	0	0	0	0	0	3	0	0	0	4	0	0	0	2	0	0	0	0	0	0	1	0	1	2	0	0	0	1	0	2	0	0
Os01g0959750	1	42301803	42302292	+	490	94	113	97	101	125	74	122	90	141	50	78	68	124	92	70	123	261	185	461	408	477	182	125	202	153	161	255	281	140	108	165	236	145	460	461	619
Os01g0976475	1	43147029	43147576	-	548	1	7	5	3	11	1	6	4	4	4	15	5	3	1	9	0	2	4	1	1	11	5	2	5	1	2	1	0	1	5	2	4	2	0	2	0
Os01g0143400	1	2361799	2363814	-	2016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Os01g0168100	1;1;1;1	3479396;3479423;3481507;3484453	3480825;3481338;3481645;3484579	-;-;-;-	2209	3001	2374	2373	7541	6272	7013	13804	14137	14865	3311	3222	3622	8491	8590	8744	13865	14106	12752	14372	13830	12540	3528	3048	3383	12184	12362	18218	3632	3292	3295	8311	10717	9130	13292	13029	13532
Os01g0616333	1	24461529	24463106	+	1578	0	0	0	1	0	0	0	0	7	6	0	0	3	4	2	11	2	6	8	13	1	2	0	0	0	3	2	5	4	0	0	5	7	13	21	8
Os01g0921300	1;1;1;1	40230297;40231634;40232085;40232336	40230889;40231930;40232180;40233212	+;+;+;+	1863	1422	1155	1245	953	947	1010	921	888	853	1378	1302	1626	1109	1234	1074	842	898	790	577	530	564	1219	1064	1192	1273	1043	1481	1661	1277	1162	1011	1296	1053	746	716	758
Os01g0118300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1046604;1047901;1048358;1048358;1048736;1048736;1049159;1049159;1050163;1050163;1050308;1050308;1050498;1050508;1050712;1050712;1051375;1051375;1051947;1051947;1052592;1052592;1052768;1052768	1048136;1048136;1048423;1048423;1048795;1048795;1049249;1049249;1050217;1050217;1050371;1050387;1050624;1050624;1050796;1050796;1051466;1051466;1052200;1052200;1052680;1052680;1053166;1053166	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2931	26	39	32	28	26	11	26	28	23	68	38	33	57	34	57	44	29	31	25	4	17	21	41	25	53	29	70	76	62	38	56	46	48	24	23	38
Os01g0701100	1;1;1;1;1	29020887;29021170;29024259;29025150;29025465	29021064;29021324;29025073;29025223;29025817	-;-;-;-;-	1575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0
Os01g0209200	1;1;1;1;1;1;1	5921759;5932029;5932414;5933018;5933212;5933686;5933833	5921954;5932335;5932499;5933129;5933360;5933738;5934109	+;+;+;+;+;+;+	1180	20	19	30	23	24	30	18	13	17	14	26	5	15	24	23	10	25	12	17	36	12	27	10	21	59	15	37	37	29	11	22	43	11	47	58	49
Os01g0883400	1	38344272	38344937	+	666	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	2	2
Os01g0716550	1;1	29822146;29822236	29822187;29822587	+;+	394	0	1	0	2	0	1	1	0	0	1	3	0	1	3	7	0	5	1	4	0	1	0	1	0	7	6	5	0	0	0	7	4	2	1	1	4
Os01g0616900	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	24498873;24499622;24499795;24500019;24500170;24500341;24500686;24500800;24500982;24501122;24501289;24501433;24501591;24501740;24501964;24502132;24502298;24502513;24502989;24503161;24504552	24499484;24499715;24499875;24500067;24500255;24500568;24500724;24500889;24501044;24501191;24501335;24501495;24501641;24501823;24502028;24502188;24502415;24502563;24503075;24503240;24504951	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2515	22	24	34	13	20	25	32	12	12	28	26	15	10	15	21	10	31	16	28	21	38	13	12	25	9	9	8	47	21	18	9	26	25	24	26	41
